SlowFast_0_name,SlowFast_1_name,SlowFast_0_accuracy,SlowFast_1_accuracy,Number_Of_Winning_Fusions,CosineSimilarityCombiner_accuracy,MacroMajorityVoteCombiner_accuracy,MicroMajorityVoteCombiner_accuracy,SimpleAverageCombiner_accuracy
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,0.208,0.442,0,0.208,0.403,0.195,0.195
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,0.208,0.13,0,0.208,0.208,0.117,0.117
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.442,0.221,0,0.442,0.312,0.091,0.091
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,0.442,0.364,0,0.442,0.351,0.143,0.143
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,0.442,0.39,0,0.442,0.416,0.312,0.312
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,0.442,0.532,0,0.442,0.468,0.416,0.416
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,0.442,0.766,0,0.442,0.481,0.429,0.429
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,0.442,0.065,0,0.442,0.377,0.065,0.065
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,0.442,0.117,0,0.442,0.442,0.065,0.065
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.442,0.896,0,0.442,0.584,0.442,0.442
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,0.442,0.701,0,0.442,0.481,0.416,0.416
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.442,0.117,0,0.442,0.351,0.065,0.065
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,0.442,0.468,0,0.442,0.364,0.208,0.208
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.442,0.857,0,0.442,0.545,0.442,0.442
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.442,0.831,0,0.442,0.545,0.416,0.416
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,0.442,0.065,0,0.442,0.403,0.052,0.052
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,0.442,0.208,0,0.442,0.39,0.013,0.013
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,0.442,0.442,0,0.442,0.442,0.442,0.442
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,0.442,0.364,0,0.442,0.403,0.091,0.091
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,0.442,0.753,0,0.442,0.494,0.429,0.429
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,0.442,0.351,0,0.442,0.442,0.13,0.13
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,0.442,0.351,0,0.442,0.312,0.143,0.143
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,0.442,0.065,0,0.442,0.377,0.065,0.065
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,0.442,0.39,0,0.442,0.416,0.351,0.351
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,0.442,0.545,0,0.442,0.377,0.26,0.26
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.442,0.195,0,0.442,0.364,0.091,0.091
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,0.442,0.442,0,0.442,0.416,0.247,0.247
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,0.442,0.13,0,0.442,0.442,0.026,0.026
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.364,0.221,0,0.364,0.182,0.143,0.143
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,0.364,0.364,1,0.364,0.442,0.286,0.286
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,0.364,0.39,0,0.364,0.39,0.13,0.13
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,0.364,0.532,0,0.364,0.455,0.143,0.143
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,0.364,0.766,0,0.364,0.714,0.364,0.364
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,0.364,0.065,0,0.364,0.065,0.065,0.065
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,0.364,0.117,0,0.364,0.26,0.039,0.039
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.364,0.896,0,0.364,0.818,0.364,0.364
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,0.364,0.701,0,0.364,0.623,0.286,0.286
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.364,0.117,0,0.364,0.156,0.026,0.026
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,0.364,0.468,0,0.364,0.403,0.286,0.286
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.364,0.857,0,0.364,0.779,0.364,0.364
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.364,0.831,0,0.364,0.753,0.325,0.325
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,0.364,0.065,0,0.364,0.078,0.052,0.052
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,0.364,0.208,0,0.364,0.351,0.208,0.208
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,0.364,0.442,0,0.364,0.403,0.091,0.091
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,0.364,0.364,0,0.364,0.364,0.364,0.364
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,0.364,0.753,0,0.364,0.688,0.325,0.325
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,0.364,0.351,0,0.364,0.338,0.208,0.208
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,0.364,0.351,0,0.364,0.351,0.234,0.234
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,0.364,0.065,0,0.364,0.065,0.065,0.065
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,0.364,0.39,0,0.364,0.351,0.078,0.078
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,0.364,0.545,0,0.364,0.545,0.351,0.351
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.364,0.195,0,0.364,0.26,0.13,0.13
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,0.364,0.442,1,0.364,0.481,0.273,0.273
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,0.364,0.13,0,0.364,0.364,0.13,0.13
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.753,0.221,0,0.753,0.481,0.208,0.208
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,0.753,0.364,0,0.753,0.61,0.364,0.364
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,0.753,0.39,0,0.753,0.481,0.377,0.377
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,0.753,0.532,0,0.753,0.571,0.506,0.506
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,0.753,0.766,0,0.753,0.714,0.714,0.714
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_sgd,0.753,0.065,0,0.753,0.429,0.065,0.065
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,0.753,0.117,0,0.753,0.662,0.104,0.104
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.753,0.896,0,0.753,0.805,0.753,0.753
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_8__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,0.753,0.701,0,0.753,0.701,0.675,0.675
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_32__TRAIN-BATCH_SIZE_8__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.753,0.117,0,0.753,0.442,0.117,0.117
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_8__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_adam,0.753,0.468,0,0.753,0.61,0.416,0.416
SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-1__SOLVER-OPTIMIZING_METHOD_sgd,SLOWFAST-ALPHA_4__SLOWFAST-BETA_INV_16__TRAIN-BATCH_SIZE_16__SOLVER-BASE_LR_0-001__SOLVER-OPTIMIZING_METHOD_adam,0.753,0.857,0,0.753,0.766,0.753,0.753
